split,case_name,slice_idx,height,width,mask_pixels,mask_ratio,bbox_h,bbox_w,largest_cc_area,top2_cc_sum,fill_ratio,upper_pixels,lower_pixels
train,coronacases_005.nii.gz,220,512,512,35695,0.13616561889648438,315,192,19651,35695,0.5901951058103473,19638,16057
train,coronacases_005.nii.gz,221,512,512,34897,0.13312149047851562,312,191,19289,34897,0.5855987380758223,19276,15621
train,coronacases_005.nii.gz,222,512,512,34632,0.132110595703125,311,190,19024,34632,0.5860890167441853,18985,15647
train,coronacases_005.nii.gz,223,512,512,33928,0.129425048828125,311,188,18667,33928,0.5802832318433967,18620,15308
train,coronacases_005.nii.gz,224,512,512,33423,0.12749862670898438,309,186,18475,33423,0.5815325190419749,18425,14998
train,coronacases_005.nii.gz,225,512,512,32791,0.12508773803710938,308,183,18125,32791,0.5817720530732068,18070,14721
train,coronacases_005.nii.gz,226,512,512,32172,0.1227264404296875,305,181,17785,32172,0.5827732995094145,17724,14448
train,coronacases_005.nii.gz,227,512,512,31609,0.12057876586914062,304,180,17358,31609,0.5776498537906131,17300,14309
train,coronacases_005.nii.gz,228,512,512,30910,0.11791229248046875,302,177,17000,30910,0.57825419986197,16938,13972
train,coronacases_005.nii.gz,229,512,512,30188,0.1151580810546875,302,173,16738,30188,0.5778049994147341,16673,13515
train,coronacases_005.nii.gz,230,512,512,29446,0.11232757568359375,299,170,16133,29446,0.5793035608778417,16065,13381
train,coronacases_005.nii.gz,231,512,512,28682,0.10941314697265625,296,167,15716,28682,0.5802314290220862,15650,13032
train,coronacases_005.nii.gz,232,512,512,28075,0.10709762573242188,295,166,15304,28075,0.5733101899004838,15238,12837
train,coronacases_005.nii.gz,233,512,512,27306,0.10416412353515625,292,164,14923,27306,0.5702054794401478,14852,12454
train,coronacases_005.nii.gz,234,512,512,26456,0.100921630859375,291,160,14465,26456,0.5682130584070401,14397,12059
train,coronacases_005.nii.gz,235,512,512,26038,0.09932708740234375,289,160,14172,26038,0.563105536320002,14103,11935
train,coronacases_005.nii.gz,236,512,512,25126,0.09584808349609375,285,157,13694,25126,0.5615376019541505,13624,11502
train,coronacases_005.nii.gz,237,512,512,24900,0.0949859619140625,284,155,13394,24900,0.5656519763615254,13326,11574
train,coronacases_005.nii.gz,238,512,512,24175,0.09222030639648438,281,152,13039,24175,0.5660001872877412,12972,11203
train,coronacases_005.nii.gz,239,512,512,23632,0.09014892578125,279,150,12721,23632,0.5646833930569968,12682,10950
train,coronacases_005.nii.gz,240,512,512,23133,0.08824539184570312,277,145,12362,23133,0.5759492094964285,12321,10812
train,coronacases_005.nii.gz,241,512,512,22265,0.08493423461914062,272,143,11962,22265,0.5724238996150652,11921,10344
train,coronacases_005.nii.gz,242,512,512,21922,0.08362579345703125,270,142,11574,21922,0.5717788210596824,11533,10389
train,coronacases_005.nii.gz,243,512,512,21274,0.08115386962890625,268,140,11271,21274,0.5670042643772121,11230,10044
train,coronacases_005.nii.gz,244,512,512,20723,0.07905197143554688,265,137,10944,20723,0.5708029196923068,10903,9820
train,coronacases_005.nii.gz,245,512,512,20173,0.07695388793945312,262,134,10638,20173,0.5745983821187592,10605,9568
train,coronacases_005.nii.gz,246,512,512,19317,0.07368850708007812,259,131,10345,19317,0.5693359662657509,10312,9005
train,coronacases_005.nii.gz,247,512,512,19038,0.07262420654296875,257,130,10046,19038,0.5698293923804302,10013,9025
train,coronacases_005.nii.gz,248,512,512,18427,0.07029342651367188,255,126,9733,18427,0.5735138499665884,9700,8727
train,coronacases_005.nii.gz,249,512,512,17884,0.0682220458984375,252,125,9485,17884,0.5677460317280081,9452,8432
train,coronacases_005.nii.gz,250,512,512,17431,0.06649398803710938,250,122,9274,17431,0.5715081967025735,9231,8200
train,coronacases_005.nii.gz,251,512,512,16316,0.0622406005859375,245,118,8681,16316,0.5643721895342659,8670,7646
train,coronacases_005.nii.gz,252,512,512,16188,0.0617523193359375,244,117,8538,16188,0.5670449768611796,8527,7661
train,coronacases_005.nii.gz,253,512,512,15572,0.0594024658203125,241,114,8295,15572,0.5667904200128562,8284,7288
train,coronacases_005.nii.gz,254,512,512,15030,0.05733489990234375,239,112,8018,15030,0.5614913329138713,8007,7023
train,coronacases_005.nii.gz,255,512,512,14366,0.05480194091796875,236,109,7731,14366,0.5584668014088607,7715,6651
train,coronacases_005.nii.gz,256,512,512,13670,0.05214691162109375,230,106,7359,13670,0.560705496285451,7348,6322
train,coronacases_005.nii.gz,257,512,512,13235,0.050487518310546875,226,106,7003,13235,0.5524711971717953,7003,6232
train,coronacases_005.nii.gz,258,512,512,12629,0.048175811767578125,222,102,6771,12629,0.5577194841654425,6771,5858
train,coronacases_005.nii.gz,259,512,512,12012,0.0458221435546875,218,101,6446,12012,0.545553637907823,6446,5566
train,coronacases_005.nii.gz,260,512,512,11417,0.043552398681640625,216,98,6127,11417,0.5393518518263722,6127,5290
train,coronacases_005.nii.gz,261,512,512,10186,0.03885650634765625,208,93,5431,10186,0.5265715467056156,5431,4755
train,coronacases_005.nii.gz,262,512,512,10186,0.03885650634765625,208,93,5431,10186,0.5265715467056156,5431,4755
train,coronacases_005.nii.gz,263,512,512,9568,0.0364990234375,205,91,5112,9568,0.5128919860352242,5112,4456
train,coronacases_005.nii.gz,264,512,512,9014,0.03438568115234375,201,88,4834,9014,0.5096110357016276,4834,4180
train,coronacases_005.nii.gz,265,512,512,8417,0.032108306884765625,197,86,4515,8417,0.4968126549110605,4515,3902
train,coronacases_005.nii.gz,266,512,512,7730,0.02948760986328125,192,85,4226,7730,0.4736519607552909,4226,3504
train,coronacases_005.nii.gz,267,512,512,7472,0.02850341796875,190,84,3968,7472,0.4681704260358289,3968,3504
train,coronacases_005.nii.gz,268,512,512,6899,0.026317596435546875,185,81,3705,6899,0.4603937270296701,3705,3194
train,coronacases_005.nii.gz,269,512,512,6435,0.024547576904296875,182,81,3486,6435,0.4365079364783267,3486,2949
train,coronacases_005.nii.gz,270,512,512,5951,0.022701263427734375,177,78,3261,5951,0.4310444733861332,3261,2690
train,coronacases_005.nii.gz,271,512,512,5274,0.02011871337890625,172,74,3011,5274,0.4143620364225045,3011,2263
train,coronacases_005.nii.gz,272,512,512,5034,0.01920318603515625,171,74,2771,5034,0.39781887147164385,2771,2263
train,coronacases_005.nii.gz,273,512,512,4376,0.016693115234375,166,70,2497,4376,0.37659208258377,2497,1879
train,coronacases_005.nii.gz,274,512,512,3823,0.014583587646484375,163,68,2235,3823,0.3449115842344901,2235,1588
train,coronacases_005.nii.gz,275,512,512,3285,0.012531280517578125,159,66,1932,3285,0.3130360205533604,1932,1353
train,coronacases_005.nii.gz,276,512,512,2630,0.01003265380859375,155,61,1638,2630,0.278159703830972,1638,992
train,coronacases_005.nii.gz,277,512,512,2164,0.0082550048828125,151,57,1400,2164,0.25142326010788624,1400,764
train,coronacases_005.nii.gz,278,512,512,1193,0.004550933837890625,144,41,1010,1193,0.20206639562973128,1010,183
train,coronacases_010.nii.gz,74,512,512,3249,0.012393951416015625,323,65,1714,3249,0.1547511312143486,1535,1714
train,coronacases_010.nii.gz,75,512,512,3950,0.01506805419921875,325,73,2132,3950,0.16649104319635444,1818,2132
train,coronacases_010.nii.gz,76,512,512,4270,0.01628875732421875,330,73,2176,4270,0.1772519717651618,2094,2176
train,coronacases_010.nii.gz,77,512,512,4590,0.01750946044921875,332,73,2442,4590,0.18938768772943607,2148,2442
train,coronacases_010.nii.gz,78,512,512,5104,0.01947021484375,338,73,2851,5104,0.20685742075841543,2253,2851
train,coronacases_010.nii.gz,83,512,512,10288,0.03924560546875,359,185,4997,9947,0.15490476548739135,4950,5338
train,coronacases_010.nii.gz,84,512,512,11134,0.04247283935546875,359,185,5835,10989,0.1676428517628903,5154,5980
train,coronacases_010.nii.gz,85,512,512,12561,0.047916412353515625,362,182,6508,12217,0.1906532693796574,6053,6508
train,coronacases_010.nii.gz,86,512,512,13704,0.052276611328125,361,182,7254,13470,0.20857812547245783,6450,7254
train,coronacases_010.nii.gz,87,512,512,14591,0.055660247802734375,361,182,7894,14353,0.22207847553769935,6697,7894
train,coronacases_010.nii.gz,88,512,512,15060,0.0574493408203125,361,182,8199,14803,0.2292167666093998,6850,8210
train,coronacases_010.nii.gz,89,512,512,16162,0.06165313720703125,361,206,8644,15624,0.21733050049461677,7500,8662
train,coronacases_010.nii.gz,90,512,512,17542,0.06691741943359375,359,209,9154,17468,0.23379669736197312,8372,9170
train,coronacases_010.nii.gz,91,512,512,18495,0.07055282592773438,359,209,9820,18398,0.2464981141095481,8653,9842
train,coronacases_010.nii.gz,92,512,512,19299,0.07361984252929688,358,209,10392,19177,0.25793215898722394,8887,10412
train,coronacases_010.nii.gz,93,512,512,20110,0.07671356201171875,358,208,11103,20110,0.2700633863307093,8986,11124
train,coronacases_010.nii.gz,94,512,512,21505,0.08203506469726562,358,218,11803,21335,0.27554968991497686,9694,11811
train,coronacases_010.nii.gz,95,512,512,22652,0.0864105224609375,355,218,12546,22342,0.2926993151532149,10097,12555
train,coronacases_010.nii.gz,96,512,512,23508,0.0896759033203125,355,218,12847,23157,0.30376017572937386,10652,12856
train,coronacases_010.nii.gz,97,512,512,24415,0.09313583374023438,355,218,13482,24064,0.3154800361763086,10924,13491
train,coronacases_010.nii.gz,98,512,512,24377,0.09299087524414062,355,218,13399,24026,0.31498901666475015,10969,13408
train,coronacases_010.nii.gz,99,512,512,24711,0.09426498413085938,355,218,13551,24360,0.3193048197400271,11151,13560
train,coronacases_010.nii.gz,100,512,512,25543,0.09743881225585938,352,218,13574,25543,0.33286853627589574,11959,13584
train,coronacases_010.nii.gz,101,512,512,26461,0.10094070434570312,352,218,13644,26461,0.3448316305209442,12807,13654
train,coronacases_010.nii.gz,102,512,512,26671,0.10174179077148438,352,218,13911,26671,0.3475682860671971,12750,13921
train,coronacases_010.nii.gz,103,512,512,26701,0.10185623168945312,352,218,13962,26701,0.3479592368595189,12729,13972
train,coronacases_010.nii.gz,104,512,512,27067,0.10325241088867188,352,218,14297,27067,0.3527288365258454,12760,14307
train,coronacases_010.nii.gz,105,512,512,27208,0.103790283203125,350,217,14807,27208,0.3582356813646052,12395,14813
train,coronacases_010.nii.gz,106,512,512,27652,0.1054840087890625,350,217,14790,27652,0.36408163264826754,12856,14796
train,coronacases_010.nii.gz,107,512,512,27788,0.1060028076171875,350,217,14789,27788,0.3658722843928128,12993,14795
train,coronacases_010.nii.gz,108,512,512,27890,0.10639190673828125,350,217,14789,27890,0.3672152732012217,13095,14795
train,coronacases_010.nii.gz,109,512,512,27972,0.1067047119140625,350,217,14796,27972,0.3682949308707269,13170,14802
train,coronacases_010.nii.gz,110,512,512,27715,0.10572433471679688,349,217,14111,27715,0.3659567163539546,13598,14117
train,coronacases_010.nii.gz,111,512,512,27853,0.10625076293945312,349,217,13975,27853,0.3677789074727295,13969,13884
train,coronacases_010.nii.gz,112,512,512,28077,0.10710525512695312,349,217,14219,28077,0.37073666696987134,14213,13864
train,coronacases_010.nii.gz,113,512,512,28141,0.10734939575195312,349,217,14288,28141,0.37158174111191183,14282,13859
train,coronacases_010.nii.gz,114,512,512,28851,0.11005783081054688,349,217,14997,28851,0.3809567823751739,14991,13860
train,coronacases_010.nii.gz,115,512,512,27601,0.10528945922851562,347,214,14631,27601,0.3716905922544145,14628,12973
train,coronacases_010.nii.gz,116,512,512,27986,0.10675811767578125,346,214,15188,27986,0.3779644535630441,15185,12801
train,coronacases_010.nii.gz,117,512,512,28391,0.10830307006835938,346,214,15597,28391,0.3834341742695771,15594,12797
train,coronacases_010.nii.gz,118,512,512,27213,0.10380935668945312,346,214,14419,27213,0.36752471502934037,14416,12797
train,coronacases_010.nii.gz,119,512,512,27346,0.10431671142578125,346,214,14552,27346,0.36932094429839935,14549,12797
train,coronacases_010.nii.gz,120,512,512,26222,0.10002899169921875,343,214,14191,26222,0.3572382223868936,14191,12031
train,coronacases_010.nii.gz,121,512,512,26686,0.10179901123046875,343,214,14706,26686,0.3635595760283976,14706,11980
train,coronacases_010.nii.gz,122,512,512,27060,0.1032257080078125,343,214,15087,27060,0.36865480504116166,15087,11973
train,coronacases_010.nii.gz,123,512,512,27384,0.104461669921875,343,214,15412,27384,0.37306885370462567,15412,11972
train,coronacases_010.nii.gz,124,512,512,27790,0.10601043701171875,343,214,15795,27790,0.3786000381409417,15795,11995
train,coronacases_010.nii.gz,125,512,512,27584,0.105224609375,341,210,16058,27584,0.38519759809544485,16058,11526
train,coronacases_010.nii.gz,126,512,512,28088,0.107147216796875,340,210,16584,28088,0.3933893557367873,16584,11504
train,coronacases_010.nii.gz,127,512,512,28539,0.10886764526367188,340,210,17062,28539,0.3997058823473431,17062,11477
train,coronacases_010.nii.gz,128,512,512,28832,0.1099853515625,340,210,17344,28832,0.40380952380386825,17344,11488
train,coronacases_010.nii.gz,129,512,512,29048,0.110809326171875,340,210,17538,29048,0.4068347338878595,17538,11510
train,coronacases_010.nii.gz,130,512,512,29239,0.11153793334960938,340,209,17854,29239,0.41146918096803453,17854,11385
train,coronacases_010.nii.gz,131,512,512,30222,0.11528778076171875,340,209,19067,30222,0.42530256120988885,19067,11155
train,coronacases_010.nii.gz,132,512,512,30415,0.11602401733398438,340,209,19458,30415,0.4280185758453699,19458,10957
train,coronacases_010.nii.gz,133,512,512,31536,0.12030029296875,340,209,20427,31536,0.4437939769146666,20427,11109
train,coronacases_010.nii.gz,134,512,512,31870,0.12157440185546875,340,209,20539,31870,0.4484942302216649,20539,11331
train,coronacases_010.nii.gz,135,512,512,33032,0.126007080078125,339,208,21692,33032,0.4684592693375815,21689,11343
train,coronacases_010.nii.gz,136,512,512,33539,0.12794113159179688,339,208,22199,33539,0.47564953482420513,22196,11343
train,coronacases_010.nii.gz,137,512,512,34341,0.13100051879882812,339,208,22976,34341,0.4870234853572864,22973,11368
train,coronacases_010.nii.gz,138,512,512,35347,0.13483810424804688,339,208,24007,35347,0.5012905604648672,24004,11343
train,coronacases_010.nii.gz,139,512,512,35346,0.13483428955078125,339,208,24002,35346,0.5012763784816588,23999,11347
train,coronacases_010.nii.gz,140,512,512,35116,0.1339569091796875,338,208,23726,35116,0.4994879380903009,23716,11400
train,coronacases_010.nii.gz,141,512,512,35182,0.13420867919921875,338,208,23701,35182,0.500426718245044,23691,11491
train,coronacases_010.nii.gz,142,512,512,35220,0.1343536376953125,338,208,23713,35220,0.5009672280311083,23703,11517
train,coronacases_010.nii.gz,143,512,512,35205,0.13429641723632812,338,208,23689,35205,0.5007538689050303,23679,11526
train,coronacases_010.nii.gz,144,512,512,35254,0.13448333740234375,338,209,23702,35254,0.4990515557246532,23692,11562
train,coronacases_010.nii.gz,145,512,512,34998,0.13350677490234375,338,207,23358,34998,0.5002143898393475,23318,11680
train,coronacases_010.nii.gz,146,512,512,34847,0.13293075561523438,337,207,23358,34847,0.49953411028685146,23318,11529
train,coronacases_010.nii.gz,147,512,512,35068,0.1337738037109375,337,207,23377,35068,0.5027021602875228,23337,11731
train,coronacases_010.nii.gz,148,512,512,35146,0.13407135009765625,337,207,23363,35146,0.5038202955818774,23323,11823
train,coronacases_010.nii.gz,149,512,512,35263,0.13451766967773438,337,207,23380,35263,0.5054974985234093,23340,11923
train,coronacases_010.nii.gz,150,512,512,35046,0.13368988037109375,334,204,22907,35046,0.5143536456423279,22808,12238
train,coronacases_010.nii.gz,151,512,512,35110,0.13393402099609375,334,204,22857,35110,0.5152929435171526,22754,12356
train,coronacases_010.nii.gz,152,512,512,35378,0.13495635986328125,334,204,22930,35378,0.5192262533679813,22821,12557
train,coronacases_010.nii.gz,153,512,512,35581,0.13573074340820312,334,204,22939,35581,0.5222055888146911,22830,12751
train,coronacases_010.nii.gz,154,512,512,35476,0.1353302001953125,334,204,22944,35476,0.5206645532388068,22823,12653
train,coronacases_010.nii.gz,155,512,512,35496,0.135406494140625,334,204,22907,35496,0.5209580838246896,22785,12711
train,coronacases_010.nii.gz,156,512,512,35304,0.134674072265625,333,202,22687,35304,0.5248416733487224,22549,12755
train,coronacases_010.nii.gz,157,512,512,35628,0.1359100341796875,333,202,22780,35628,0.5296583712346556,22640,12988
train,coronacases_010.nii.gz,158,512,512,36046,0.13750457763671875,333,202,22795,36046,0.5358725061615695,22639,13407
train,coronacases_010.nii.gz,159,512,512,36321,0.13855361938476562,333,202,22970,36321,0.5399607528240128,22778,13543
train,coronacases_010.nii.gz,160,512,512,36209,0.13812637329101562,333,202,22969,36209,0.5382957214560359,22784,13425
train,coronacases_010.nii.gz,161,512,512,35234,0.13440704345703125,333,201,21720,35234,0.5264070040110796,21461,13773
train,coronacases_010.nii.gz,162,512,512,35694,0.13616180419921875,333,200,21944,35694,0.5359459459378988,21693,14001
train,coronacases_010.nii.gz,163,512,512,35818,0.13663482666015625,333,200,21921,35818,0.5378078077997327,21670,14148
train,coronacases_010.nii.gz,164,512,512,35812,0.1366119384765625,333,200,21995,35812,0.5377177177096439,21744,14068
train,coronacases_010.nii.gz,165,512,512,36054,0.13753509521484375,333,200,22060,36054,0.541351351343223,21794,14260
train,coronacases_010.nii.gz,166,512,512,35762,0.13642120361328125,333,200,21855,35762,0.5369669669589044,21549,14213
train,coronacases_010.nii.gz,167,512,512,35947,0.13712692260742188,333,200,21804,35947,0.5397447447366406,21498,14449
train,coronacases_010.nii.gz,168,512,512,35997,0.13731765747070312,333,200,21730,35997,0.54049549548738,21429,14568
train,coronacases_010.nii.gz,169,512,512,35945,0.13711929321289062,333,200,21677,35945,0.5397147147066109,21386,14559
train,coronacases_010.nii.gz,170,512,512,36244,0.1382598876953125,333,200,21695,36244,0.544204204196033,21413,14831
train,coronacases_010.nii.gz,171,512,512,35009,0.13354873657226562,330,199,21386,35009,0.5331049185239364,21070,13939
train,coronacases_010.nii.gz,172,512,512,34672,0.13226318359375,329,197,21089,34672,0.5349544072865791,20782,13890
train,coronacases_010.nii.gz,173,512,512,34573,0.13188552856445312,329,197,20998,34573,0.5334269359459765,20693,13880
train,coronacases_010.nii.gz,174,512,512,34710,0.13240814208984375,329,199,21005,34710,0.5301583907297863,20702,14008
train,coronacases_010.nii.gz,175,512,512,34275,0.13074874877929688,329,195,20688,34275,0.5342529810531642,20398,13877
train,coronacases_010.nii.gz,176,512,512,33359,0.12725448608398438,331,194,20538,33359,0.5194973058753621,20235,13124
train,coronacases_010.nii.gz,177,512,512,33254,0.12685394287109375,325,192,20290,33254,0.5329166666581263,19996,13258
train,coronacases_010.nii.gz,178,512,512,33269,0.12691116333007812,325,192,20206,33269,0.5331570512735071,19922,13347
train,coronacases_010.nii.gz,179,512,512,33172,0.1265411376953125,325,192,20216,33172,0.5316025640940448,19933,13239
train,coronacases_010.nii.gz,180,512,512,32738,0.12488555908203125,325,190,19923,32738,0.5301700404772443,19639,13099
train,coronacases_010.nii.gz,181,512,512,32091,0.12241744995117188,324,188,19441,32091,0.5268420015673949,19207,12884
train,coronacases_010.nii.gz,182,512,512,31972,0.1219635009765625,322,186,19242,31972,0.5338275562590358,19008,12964
train,coronacases_010.nii.gz,183,512,512,32024,0.122161865234375,322,186,19275,32024,0.5346957857387515,19041,12983
train,coronacases_010.nii.gz,184,512,512,31929,0.12179946899414062,322,186,19192,31918,0.533109597266194,18969,12960
train,coronacases_010.nii.gz,185,512,512,31711,0.12096786499023438,322,185,18969,31695,0.5323317105836439,18752,12959
train,coronacases_010.nii.gz,186,512,512,31269,0.11928176879882812,320,184,18723,31269,0.5310631793388066,18496,12773
train,coronacases_010.nii.gz,187,512,512,31222,0.11910247802734375,320,183,18541,31222,0.5331625682969063,18353,12869
train,coronacases_010.nii.gz,188,512,512,31349,0.11958694458007812,323,183,18699,31349,0.5303591669537573,18515,12834
train,coronacases_010.nii.gz,189,512,512,31176,0.118927001953125,320,183,18511,31176,0.5323770491712367,18328,12848
train,coronacases_010.nii.gz,190,512,512,31083,0.11857223510742188,320,183,18510,31083,0.5307889344171655,18327,12756
train,coronacases_010.nii.gz,191,512,512,30426,0.11606597900390625,317,182,17775,30426,0.5273685305139638,17652,12774
train,coronacases_010.nii.gz,192,512,512,30237,0.11534500122070312,317,181,17686,30237,0.5269881659806719,17539,12698
train,coronacases_010.nii.gz,193,512,512,30265,0.11545181274414062,319,181,17671,30265,0.5241691057946246,17548,12717
train,coronacases_010.nii.gz,194,512,512,30431,0.11608505249023438,317,181,17863,30431,0.5303693117358808,17740,12691
train,coronacases_010.nii.gz,195,512,512,30453,0.11616897583007812,317,181,17804,30453,0.530752740635956,17681,12772
train,coronacases_010.nii.gz,196,512,512,29776,0.11358642578125,313,178,17322,29776,0.5344437663686965,17228,12548
train,coronacases_010.nii.gz,197,512,512,29552,0.11273193359375,314,177,17041,29552,0.5317211846318377,16988,12564
train,coronacases_010.nii.gz,198,512,512,29488,0.11248779296875,313,177,17051,29488,0.5322647605542813,16998,12490
train,coronacases_010.nii.gz,199,512,512,29544,0.112701416015625,313,176,16966,29544,0.5363055474779207,16913,12631
train,coronacases_010.nii.gz,200,512,512,29331,0.11188888549804688,313,176,16794,29331,0.5324390066705554,16741,12590
train,coronacases_010.nii.gz,201,512,512,29141,0.11116409301757812,308,172,16610,29141,0.5500792811735488,16597,12544
train,coronacases_010.nii.gz,202,512,512,29258,0.11161041259765625,309,172,16676,29258,0.550500489189612,16663,12595
train,coronacases_010.nii.gz,203,512,512,29432,0.112274169921875,308,172,16655,29432,0.5555723346316148,16642,12790
train,coronacases_010.nii.gz,204,512,512,29573,0.11281204223632812,308,172,16511,29573,0.5582339172350077,16498,13075
train,coronacases_010.nii.gz,205,512,512,29389,0.11211013793945312,308,172,16413,29389,0.5547606463199418,16400,12989
train,coronacases_010.nii.gz,206,512,512,29237,0.11153030395507812,304,169,16336,29237,0.5690789473573443,16336,12901
train,coronacases_010.nii.gz,207,512,512,29185,0.11133193969726562,304,168,16188,29185,0.5714481516178836,16188,12997
train,coronacases_010.nii.gz,208,512,512,29225,0.11148452758789062,304,168,16190,29225,0.5722313596379184,16190,13035
train,coronacases_010.nii.gz,209,512,512,29334,0.11190032958984375,304,169,16358,29334,0.5709669884659965,16358,12976
train,coronacases_010.nii.gz,210,512,512,28820,0.1099395751953125,304,167,16081,28820,0.5676804286052695,16081,12739
train,coronacases_010.nii.gz,211,512,512,28569,0.10898208618164062,300,167,15814,28569,0.5702395209467018,15814,12755
train,coronacases_010.nii.gz,212,512,512,28419,0.10840988159179688,300,166,15580,28419,0.5706626505909506,15580,12839
train,coronacases_010.nii.gz,213,512,512,28398,0.10832977294921875,300,166,15619,28398,0.570240963843971,15619,12779
train,coronacases_010.nii.gz,214,512,512,28271,0.10784530639648438,300,166,15503,28271,0.5676907630408095,15503,12768
train,coronacases_010.nii.gz,215,512,512,28169,0.10745620727539062,300,163,15217,28169,0.5760531697223711,15217,12952
train,coronacases_010.nii.gz,216,512,512,27578,0.10520172119140625,298,161,14880,27578,0.5748051190009003,14880,12698
train,coronacases_010.nii.gz,217,512,512,27204,0.1037750244140625,297,160,14680,27204,0.5724747474627004,14680,12524
train,coronacases_010.nii.gz,218,512,512,27333,0.10426712036132812,296,160,14752,27333,0.5771326013391652,14752,12581
train,coronacases_010.nii.gz,219,512,512,27160,0.103607177734375,296,158,14595,27160,0.5807389668024987,14595,12565
train,coronacases_010.nii.gz,220,512,512,27238,0.10390472412109375,296,160,14822,27238,0.5751266891770455,14822,12416
train,coronacases_010.nii.gz,221,512,512,26510,0.10112762451171875,294,156,14012,26510,0.5780132565720824,14012,12498
train,coronacases_010.nii.gz,222,512,512,25658,0.09787750244140625,292,152,13682,25658,0.5780912040244662,13682,11976
train,coronacases_010.nii.gz,223,512,512,25557,0.09749221801757812,290,151,13511,25557,0.5836263987078414,13511,12046
train,coronacases_010.nii.gz,224,512,512,25236,0.0962677001953125,290,150,13337,25236,0.5801379310211463,13337,11899
train,coronacases_010.nii.gz,225,512,512,24826,0.09470367431640625,290,151,13078,24826,0.5669330897335708,13078,11748
train,coronacases_010.nii.gz,226,512,512,24231,0.09243392944335938,287,146,12554,24231,0.5782778864832638,12554,11677
train,coronacases_010.nii.gz,227,512,512,23412,0.0893096923828125,283,144,12102,23412,0.5744994110577518,12102,11310
train,coronacases_010.nii.gz,228,512,512,23222,0.08858489990234375,282,143,11958,23222,0.575856767331849,11958,11264
train,coronacases_010.nii.gz,229,512,512,22857,0.08719253540039062,282,142,11758,22857,0.5707971231502648,11758,11099
train,coronacases_010.nii.gz,230,512,512,22187,0.08463668823242188,281,138,11493,22187,0.5721543142871691,11493,10694
train,coronacases_010.nii.gz,231,512,512,21490,0.08197784423828125,275,136,11047,21490,0.5745989304659198,11047,10443
train,coronacases_010.nii.gz,232,512,512,21041,0.08026504516601562,274,137,10673,21041,0.5605253343129488,10673,10368
train,coronacases_010.nii.gz,233,512,512,20827,0.07944869995117188,271,134,10511,20827,0.5735253621034994,10511,10316
train,coronacases_010.nii.gz,234,512,512,20397,0.07780838012695312,271,134,10360,20397,0.5616841989160741,10360,10037
train,coronacases_010.nii.gz,235,512,512,19941,0.07606887817382812,266,131,9985,19941,0.5722608046670418,9956,9985
train,coronacases_010.nii.gz,236,512,512,19382,0.07393646240234375,264,130,9752,19382,0.5647435897271345,9630,9752
train,coronacases_010.nii.gz,237,512,512,18703,0.07134628295898438,262,127,9402,18703,0.5620905211107143,9300,9403
train,coronacases_010.nii.gz,238,512,512,18578,0.07086944580078125,259,125,9369,18578,0.5738378378201131,9207,9371
train,coronacases_010.nii.gz,239,512,512,18137,0.06918716430664062,254,125,9125,18137,0.5712440944701971,9010,9127
train,coronacases_010.nii.gz,240,512,512,17774,0.06780242919921875,253,123,9086,17774,0.5711623123952838,8685,9089
train,coronacases_010.nii.gz,241,512,512,16760,0.063934326171875,247,117,8464,16760,0.5799508633316048,8292,8468
train,coronacases_010.nii.gz,242,512,512,16199,0.061794281005859375,243,116,8179,16199,0.5746771675686577,8020,8179
train,coronacases_010.nii.gz,243,512,512,16023,0.061122894287109375,241,115,8109,16023,0.578134584139342,7908,8115
train,coronacases_010.nii.gz,244,512,512,15648,0.0596923828125,240,114,7973,15648,0.5719298245404997,7668,7980
train,coronacases_010.nii.gz,245,512,512,15060,0.0574493408203125,236,112,7623,15060,0.569763922496604,7429,7631
train,coronacases_010.nii.gz,246,512,512,14218,0.05423736572265625,231,107,7176,14218,0.5752316219373212,7035,7183
train,coronacases_010.nii.gz,247,512,512,13340,0.0508880615234375,226,105,6831,13340,0.5621576063817043,6502,6838
train,coronacases_010.nii.gz,248,512,512,13245,0.050525665283203125,226,103,6784,13245,0.5689921814344449,6453,6792
train,coronacases_010.nii.gz,249,512,512,12842,0.04898834228515625,223,102,6612,12842,0.564582783761339,6222,6620
train,coronacases_010.nii.gz,250,512,512,12284,0.0468597412109375,221,100,6263,12284,0.5558371040472472,6015,6269
train,coronacases_010.nii.gz,251,512,512,11351,0.043300628662109375,214,97,5857,11351,0.5468253203320732,5490,5861
train,coronacases_010.nii.gz,252,512,512,10634,0.04056549072265625,211,95,5559,10634,0.5305063606619852,5070,5564
train,coronacases_010.nii.gz,253,512,512,10382,0.03960418701171875,209,91,5422,10382,0.5458751774254232,4957,5425
train,coronacases_010.nii.gz,254,512,512,9824,0.0374755859375,208,90,5224,9824,0.5247863247582913,4598,5226
train,coronacases_010.nii.gz,255,512,512,9414,0.03591156005859375,204,89,4999,9414,0.5185062788875024,4413,5001
train,coronacases_010.nii.gz,256,512,512,8541,0.032581329345703125,200,87,4565,8541,0.4908620689373068,3975,4566
train,coronacases_010.nii.gz,257,512,512,8004,0.0305328369140625,198,83,4304,8004,0.4870390653226823,3700,4304
train,coronacases_010.nii.gz,258,512,512,7872,0.030029296875,193,83,4250,7872,0.4914164429432913,3622,4250
